HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.text,Answer.extremism level.label,Approve,Reject
3UAU495MIILT3S9J5AWCTSU5OSYUOG,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:39 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:39 PDT 2023,,,37XITHEISX231VIT1DXIH19US31CRN,AT50VTR3ZV3UR,Approved,Mon Apr 10 05:18:58 PDT 2023,Mon Apr 10 05:19:17 PDT 2023,Thu Apr 13 05:19:17 PDT 2023,Thu Apr 13 05:19:34 PDT 2023,,,19,100% (8/8),100% (8/8),100% (8/8),"#mRNA sequences can be designed to encode specific proteins, for example for #Covid19 vaccine, but are large &amp; unstable. #Research led by @HokkaidoUni can make mRNA delivery vectors w/ high efficiency and stability. 

https://t.co/joece0OoVz #science #biology #pharmaceutical",Near-left,,
3P7RGTLO6E6QYSA61DNSMA12XKWAK0,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:39 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:39 PDT 2023,,,3ZGVPD4G6UATP36VXGMLSEBXP6KTZG,A1TLQ9SC7DDI4J,Approved,Mon Apr 10 05:21:37 PDT 2023,Mon Apr 10 05:22:48 PDT 2023,Thu Apr 13 05:22:48 PDT 2023,Thu Apr 13 05:23:23 PDT 2023,,,71,100% (17/17),100% (17/17),100% (17/17),"Here are some parting messages from the panelists:

Dr. Lim hopes that, ""With consistent and correct mask use, together with all other layers of protection, sana maging maayos ang pagbabalik ng mga estudyante sa klase.""

#StopCOVIDDeaths #COVID19 https://t.co/5XrH9OT0L1",Near-right,,
3P7RGTLO6E6QYSA61DNSMA12XKWAK0,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:39 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:39 PDT 2023,,,3MH9DQ757X58YZQF7TO6C3HTXUXGU5,A2EAMGFCEGU1QP,Approved,Mon Apr 10 05:19:02 PDT 2023,Mon Apr 10 05:20:31 PDT 2023,Thu Apr 13 05:20:31 PDT 2023,Thu Apr 13 05:20:35 PDT 2023,,,89,100% (2/2),100% (2/2),100% (2/2),"Here are some parting messages from the panelists:

Dr. Lim hopes that, ""With consistent and correct mask use, together with all other layers of protection, sana maging maayos ang pagbabalik ng mga estudyante sa klase.""

#StopCOVIDDeaths #COVID19 https://t.co/5XrH9OT0L1",Neutral,,
3P7RGTLO6E6QYSA61DNSMA12XKWAK0,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:39 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:39 PDT 2023,,,3570Y55XZQCPF8AKHULVFON6TI8GY3,A2Q8W9EV4RRC0O,Approved,Mon Apr 10 05:19:04 PDT 2023,Mon Apr 10 05:20:22 PDT 2023,Thu Apr 13 05:20:22 PDT 2023,Thu Apr 13 05:20:33 PDT 2023,,,78,100% (17/17),100% (17/17),100% (17/17),"Here are some parting messages from the panelists:

Dr. Lim hopes that, ""With consistent and correct mask use, together with all other layers of protection, sana maging maayos ang pagbabalik ng mga estudyante sa klase.""

#StopCOVIDDeaths #COVID19 https://t.co/5XrH9OT0L1",Neutral,,
3P7RGTLO6E6QYSA61DNSMA12XKWAK0,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:39 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:39 PDT 2023,,,392CY0QWG2KNDS2VIBXRKBWFDU1I4C,A3GU8EXBORLDYA,Approved,Mon Apr 10 05:18:56 PDT 2023,Mon Apr 10 05:19:49 PDT 2023,Thu Apr 13 05:19:49 PDT 2023,Thu Apr 13 05:20:24 PDT 2023,,,53,100% (14/14),100% (14/14),100% (14/14),"Here are some parting messages from the panelists:

Dr. Lim hopes that, ""With consistent and correct mask use, together with all other layers of protection, sana maging maayos ang pagbabalik ng mga estudyante sa klase.""

#StopCOVIDDeaths #COVID19 https://t.co/5XrH9OT0L1",Near-left,,
3P7RGTLO6E6QYSA61DNSMA12XKWAK0,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:39 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:39 PDT 2023,,,3Z4AIRP3C763BOU7UFEQPNCRPNUX1D,A3TKAX3JH3EOBQ,Approved,Mon Apr 10 05:18:04 PDT 2023,Mon Apr 10 05:19:09 PDT 2023,Thu Apr 13 05:19:09 PDT 2023,Thu Apr 13 05:19:31 PDT 2023,,,65,100% (4/4),100% (4/4),100% (4/4),"Here are some parting messages from the panelists:

Dr. Lim hopes that, ""With consistent and correct mask use, together with all other layers of protection, sana maging maayos ang pagbabalik ng mga estudyante sa klase.""

#StopCOVIDDeaths #COVID19 https://t.co/5XrH9OT0L1",Far-right,,
3MG8450X2O3BOSLKKA9RISZVYXUUPX,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:39 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:39 PDT 2023,,,3180JW2OT5514MQ1EY1114HTQ5L5JG,A1U575CZRDWFT,Approved,Mon Apr 10 05:20:54 PDT 2023,Mon Apr 10 05:21:28 PDT 2023,Thu Apr 13 05:21:28 PDT 2023,Thu Apr 13 05:21:30 PDT 2023,,,34,100% (17/17),100% (17/17),100% (17/17),@RepMTG @JoyAnnReid Why don't YOU apologize to David Hogg for comparing him to #AdolfHitler? Why don't YOU apologize to all the #transgender people for your transphobia? Why don't YOU apologize to all the #COVID19 victims for comparing pandemic health measures with the #Holocaust?,Near-right,,
3MG8450X2O3BOSLKKA9RISZVYXUUPX,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:39 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:39 PDT 2023,,,3U84XHCDID698IR5IFLDK6Z5973Z4Q,A2LRY3ID0PEG82,Approved,Mon Apr 10 05:19:06 PDT 2023,Mon Apr 10 05:19:37 PDT 2023,Thu Apr 13 05:19:37 PDT 2023,Thu Apr 13 05:19:41 PDT 2023,,,31,100% (6/6),100% (6/6),100% (6/6),@RepMTG @JoyAnnReid Why don't YOU apologize to David Hogg for comparing him to #AdolfHitler? Why don't YOU apologize to all the #transgender people for your transphobia? Why don't YOU apologize to all the #COVID19 victims for comparing pandemic health measures with the #Holocaust?,Near-right,,
3MG8450X2O3BOSLKKA9RISZVYXUUPX,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:39 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:39 PDT 2023,,,3Y9N9SS8LZ4LNL35QJRXJ9OW7PXD3K,A2YS1SOZCO3SCL,Approved,Mon Apr 10 05:19:13 PDT 2023,Mon Apr 10 05:19:56 PDT 2023,Thu Apr 13 05:19:56 PDT 2023,Thu Apr 13 05:20:26 PDT 2023,,,43,100% (8/8),100% (8/8),100% (8/8),@RepMTG @JoyAnnReid Why don't YOU apologize to David Hogg for comparing him to #AdolfHitler? Why don't YOU apologize to all the #transgender people for your transphobia? Why don't YOU apologize to all the #COVID19 victims for comparing pandemic health measures with the #Holocaust?,Neutral,,
3MG8450X2O3BOSLKKA9RISZVYXUUPX,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:39 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:39 PDT 2023,,,33UKMF931ADX3RXWROX36QAG4AYTT0,A311K3WZ16TKHA,Approved,Mon Apr 10 05:19:10 PDT 2023,Mon Apr 10 05:20:07 PDT 2023,Thu Apr 13 05:20:07 PDT 2023,Thu Apr 13 05:20:29 PDT 2023,,,57,100% (4/4),100% (4/4),100% (4/4),@RepMTG @JoyAnnReid Why don't YOU apologize to David Hogg for comparing him to #AdolfHitler? Why don't YOU apologize to all the #transgender people for your transphobia? Why don't YOU apologize to all the #COVID19 victims for comparing pandemic health measures with the #Holocaust?,Near-right,,
3MG8450X2O3BOSLKKA9RISZVYXUUPX,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:39 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:39 PDT 2023,,,3N4BPTXIO9LD0LMYXK9LAV9M4BDUKL,A97N85ENT6Y2V,Approved,Mon Apr 10 05:18:15 PDT 2023,Mon Apr 10 05:18:53 PDT 2023,Thu Apr 13 05:18:53 PDT 2023,Thu Apr 13 05:19:27 PDT 2023,,,38,100% (5/5),100% (5/5),100% (5/5),@RepMTG @JoyAnnReid Why don't YOU apologize to David Hogg for comparing him to #AdolfHitler? Why don't YOU apologize to all the #transgender people for your transphobia? Why don't YOU apologize to all the #COVID19 victims for comparing pandemic health measures with the #Holocaust?,Near-right,,
3TL87MO8CMIWEP9WXTLLFBP8J0ELFR,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:40 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:40 PDT 2023,,,3GGAI1SQEWRC4F51W511V2FKMG3CM0,A1CM1XM5DIXUHT,Approved,Mon Apr 10 05:22:18 PDT 2023,Mon Apr 10 05:23:27 PDT 2023,Thu Apr 13 05:23:27 PDT 2023,Thu Apr 13 05:24:23 PDT 2023,,,69,100% (3/3),100% (3/3),100% (3/3),"Paper Recommendation:
Relationship between Vitamin D Status and Antibody Response to COVID-19 mRNA Vaccination in Healthy Adults

via @Biomed_MDPI 
https://t.co/PauVMHLRHp
Topic: #COVID19  #mRNA https://t.co/3iGPoRFLGk",Neutral,,
3TL87MO8CMIWEP9WXTLLFBP8J0ELFR,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:40 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:40 PDT 2023,,,3TYCR1GOTDC56QYQO7KU6N1GVTYZLJ,A29Y78KCGCG7PB,Approved,Mon Apr 10 05:21:37 PDT 2023,Mon Apr 10 05:21:52 PDT 2023,Thu Apr 13 05:21:52 PDT 2023,Thu Apr 13 05:22:25 PDT 2023,,,15,100% (9/9),100% (9/9),100% (9/9),"Paper Recommendation:
Relationship between Vitamin D Status and Antibody Response to COVID-19 mRNA Vaccination in Healthy Adults

via @Biomed_MDPI 
https://t.co/PauVMHLRHp
Topic: #COVID19  #mRNA https://t.co/3iGPoRFLGk",Neutral,,
3TL87MO8CMIWEP9WXTLLFBP8J0ELFR,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:40 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:40 PDT 2023,,,3PQMUDRV7SZHLZ1A30ZVEC6YIC2IIR,A2COPP4Y0UYN0B,Approved,Mon Apr 10 05:19:19 PDT 2023,Mon Apr 10 05:21:09 PDT 2023,Thu Apr 13 05:21:09 PDT 2023,Thu Apr 13 05:21:28 PDT 2023,,,110,100% (6/6),100% (6/6),100% (6/6),"Paper Recommendation:
Relationship between Vitamin D Status and Antibody Response to COVID-19 mRNA Vaccination in Healthy Adults

via @Biomed_MDPI 
https://t.co/PauVMHLRHp
Topic: #COVID19  #mRNA https://t.co/3iGPoRFLGk",Neutral,,
3TL87MO8CMIWEP9WXTLLFBP8J0ELFR,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:40 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:40 PDT 2023,,,3ATPCQ38J93O5HXHVUTLJ2C3VNVAYL,A2IVGV7FPPNRKB,Approved,Mon Apr 10 05:19:51 PDT 2023,Mon Apr 10 05:20:17 PDT 2023,Thu Apr 13 05:20:17 PDT 2023,Thu Apr 13 05:20:32 PDT 2023,,,26,100% (7/7),100% (7/7),100% (7/7),"Paper Recommendation:
Relationship between Vitamin D Status and Antibody Response to COVID-19 mRNA Vaccination in Healthy Adults

via @Biomed_MDPI 
https://t.co/PauVMHLRHp
Topic: #COVID19  #mRNA https://t.co/3iGPoRFLGk",Near-right,,
3TL87MO8CMIWEP9WXTLLFBP8J0ELFR,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:40 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:40 PDT 2023,,,3RWE2M8QWI3YS5VLWQNHDG2JIHFN0H,A2N4J9K9IJZS5Q,Approved,Mon Apr 10 05:18:37 PDT 2023,Mon Apr 10 05:19:39 PDT 2023,Thu Apr 13 05:19:39 PDT 2023,Thu Apr 13 05:19:42 PDT 2023,,,62,100% (2/2),100% (2/2),100% (2/2),"Paper Recommendation:
Relationship between Vitamin D Status and Antibody Response to COVID-19 mRNA Vaccination in Healthy Adults

via @Biomed_MDPI 
https://t.co/PauVMHLRHp
Topic: #COVID19  #mRNA https://t.co/3iGPoRFLGk",Far-right,,
37Y5RYYI0PY0IOV7HWO8X43AFZISX3,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:40 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:40 PDT 2023,,,39LOEL67OTY96Q7E9BGHXHAVWY0839,A19KTMSQDSJG7V,Approved,Mon Apr 10 05:18:38 PDT 2023,Mon Apr 10 05:20:27 PDT 2023,Thu Apr 13 05:20:27 PDT 2023,Thu Apr 13 05:20:34 PDT 2023,,,109,100% (21/21),100% (21/21),100% (21/21),"@annaedney @CDCDirector @rileyraygriffin Use all mitigations to #ProtectKids
Why not #BringBackMasks &amp; #ventilation @CDCDirector?
#COVID19 hangs like smoke in the air!

@PeoplesCDC @fitterhappierAJ @wsbgnl @LauraMiers @Globalbiosec @mayatmiller @myrabatchelder @ampincivero @JReinerMD #RSV
https://t.co/7SEn69JJpd",Near-right,,
37Y5RYYI0PY0IOV7HWO8X43AFZISX3,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:40 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:40 PDT 2023,,,3ZR9AIQJUC2C6XLFEL8LE7WJR0K403,A1L9HQZXQEKBAH,Approved,Mon Apr 10 05:20:12 PDT 2023,Mon Apr 10 05:20:54 PDT 2023,Thu Apr 13 05:20:54 PDT 2023,Thu Apr 13 05:21:26 PDT 2023,,,42,100% (5/5),100% (5/5),100% (5/5),"@annaedney @CDCDirector @rileyraygriffin Use all mitigations to #ProtectKids
Why not #BringBackMasks &amp; #ventilation @CDCDirector?
#COVID19 hangs like smoke in the air!

@PeoplesCDC @fitterhappierAJ @wsbgnl @LauraMiers @Globalbiosec @mayatmiller @myrabatchelder @ampincivero @JReinerMD #RSV
https://t.co/7SEn69JJpd",Near-right,,
37Y5RYYI0PY0IOV7HWO8X43AFZISX3,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:40 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:40 PDT 2023,,,3ZPBJO59KQU0HTA454GZN3P6QUFHDV,A3B2XON26P8JAM,Approved,Mon Apr 10 05:18:31 PDT 2023,Mon Apr 10 05:19:11 PDT 2023,Thu Apr 13 05:19:11 PDT 2023,Thu Apr 13 05:19:31 PDT 2023,,,40,100% (12/12),100% (12/12),100% (12/12),"@annaedney @CDCDirector @rileyraygriffin Use all mitigations to #ProtectKids
Why not #BringBackMasks &amp; #ventilation @CDCDirector?
#COVID19 hangs like smoke in the air!

@PeoplesCDC @fitterhappierAJ @wsbgnl @LauraMiers @Globalbiosec @mayatmiller @myrabatchelder @ampincivero @JReinerMD #RSV
https://t.co/7SEn69JJpd",Neutral,,
37Y5RYYI0PY0IOV7HWO8X43AFZISX3,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:40 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:40 PDT 2023,,,3LJ7UR74RI6FRTDMFRAJPJSWZTVN4X,A3VLYXEJ44AA4K,Approved,Mon Apr 10 05:18:41 PDT 2023,Mon Apr 10 05:20:25 PDT 2023,Thu Apr 13 05:20:25 PDT 2023,Thu Apr 13 05:20:34 PDT 2023,,,104,100% (10/10),100% (10/10),100% (10/10),"@annaedney @CDCDirector @rileyraygriffin Use all mitigations to #ProtectKids
Why not #BringBackMasks &amp; #ventilation @CDCDirector?
#COVID19 hangs like smoke in the air!

@PeoplesCDC @fitterhappierAJ @wsbgnl @LauraMiers @Globalbiosec @mayatmiller @myrabatchelder @ampincivero @JReinerMD #RSV
https://t.co/7SEn69JJpd",Neutral,,
37Y5RYYI0PY0IOV7HWO8X43AFZISX3,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:40 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:40 PDT 2023,,,33LKR6A5KFDWU7LNP5DT0KRLCR71TZ,AD1ILDUXZHASF,Approved,Mon Apr 10 05:18:17 PDT 2023,Mon Apr 10 05:19:16 PDT 2023,Thu Apr 13 05:19:16 PDT 2023,Thu Apr 13 05:19:33 PDT 2023,,,59,100% (16/16),100% (16/16),100% (16/16),"@annaedney @CDCDirector @rileyraygriffin Use all mitigations to #ProtectKids
Why not #BringBackMasks &amp; #ventilation @CDCDirector?
#COVID19 hangs like smoke in the air!

@PeoplesCDC @fitterhappierAJ @wsbgnl @LauraMiers @Globalbiosec @mayatmiller @myrabatchelder @ampincivero @JReinerMD #RSV
https://t.co/7SEn69JJpd",Near-left,,
3SU800BH86LWO4MZKNOGIXP53TGUQO,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:40 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:40 PDT 2023,,,304SM51WA4XWS5Q0221SWR88WKKSBK,A2CR0YT6047177,Approved,Mon Apr 10 05:18:51 PDT 2023,Mon Apr 10 05:19:30 PDT 2023,Thu Apr 13 05:19:30 PDT 2023,Thu Apr 13 05:19:38 PDT 2023,,,39,100% (13/13),100% (13/13),100% (13/13),"#NewsAlert  China cuts quarantine requirement for inbound travellers

More details to follow! 

#China #ChinaLockdown #Quaratine #Travel #COVID19 https://t.co/b8oIMd5O8L",Neutral,,
3SU800BH86LWO4MZKNOGIXP53TGUQO,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:40 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:40 PDT 2023,,,3EFE17QCRDY6JITM2UBOI2B6RXPSH0,AGZXQK81Y9BEI,Approved,Mon Apr 10 05:18:53 PDT 2023,Mon Apr 10 05:20:25 PDT 2023,Thu Apr 13 05:20:25 PDT 2023,Thu Apr 13 05:20:33 PDT 2023,,,92,100% (14/14),100% (14/14),100% (14/14),"#NewsAlert  China cuts quarantine requirement for inbound travellers

More details to follow! 

#China #ChinaLockdown #Quaratine #Travel #COVID19 https://t.co/b8oIMd5O8L",N/A,,
3SU800BH86LWO4MZKNOGIXP53TGUQO,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:40 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:40 PDT 2023,,,3X0H8UUIT2HOG8OBXTXOJ5LT6L1WS3,ALYPD5JQUOMZN,Approved,Mon Apr 10 05:20:01 PDT 2023,Mon Apr 10 05:21:01 PDT 2023,Thu Apr 13 05:21:01 PDT 2023,Thu Apr 13 05:21:27 PDT 2023,,,60,100% (6/6),100% (6/6),100% (6/6),"#NewsAlert  China cuts quarantine requirement for inbound travellers

More details to follow! 

#China #ChinaLockdown #Quaratine #Travel #COVID19 https://t.co/b8oIMd5O8L",Neutral,,
3SU800BH86LWO4MZKNOGIXP53TGUQO,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:40 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:40 PDT 2023,,,33CID57105M4LXRX30PL2MW1GY03LR,AT50VTR3ZV3UR,Approved,Mon Apr 10 05:19:30 PDT 2023,Mon Apr 10 05:19:36 PDT 2023,Thu Apr 13 05:19:36 PDT 2023,Thu Apr 13 05:19:41 PDT 2023,,,6,100% (8/8),100% (8/8),100% (8/8),"#NewsAlert  China cuts quarantine requirement for inbound travellers

More details to follow! 

#China #ChinaLockdown #Quaratine #Travel #COVID19 https://t.co/b8oIMd5O8L",Neutral,,
3SU800BH86LWO4MZKNOGIXP53TGUQO,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:40 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:40 PDT 2023,,,3L0KT67Y8F9S5DJBCUFC4269HT2SYZ,AVTH12OFT3GYK,Approved,Mon Apr 10 05:19:51 PDT 2023,Mon Apr 10 05:20:28 PDT 2023,Thu Apr 13 05:20:28 PDT 2023,Thu Apr 13 05:20:34 PDT 2023,,,37,100% (4/4),100% (4/4),100% (4/4),"#NewsAlert  China cuts quarantine requirement for inbound travellers

More details to follow! 

#China #ChinaLockdown #Quaratine #Travel #COVID19 https://t.co/b8oIMd5O8L",Neutral,,
3T6SSHJUZF3EYF3GDYUTQSA8IOCII1,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:40 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:40 PDT 2023,,,39KFRKBFIOOD7LRI5DY3KXW8K4ZYO8,A14I668CAQXSBD,Approved,Mon Apr 10 05:20:01 PDT 2023,Mon Apr 10 05:21:24 PDT 2023,Thu Apr 13 05:21:24 PDT 2023,Thu Apr 13 05:21:30 PDT 2023,,,83,100% (21/21),100% (21/21),100% (21/21),"@SecBlinken @DeptofDefense Xi Jinping has consistently prioritized politics ahead of economics, and the Covid Zero policy is a prime example. The Zero-Covid policy is directly suppressing Chinese people, but it also affects us all over the world.
#COVID19 #COVIDIsAirborne #China
https://t.co/2qr6QIWram",Far-right,,
3T6SSHJUZF3EYF3GDYUTQSA8IOCII1,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:40 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:40 PDT 2023,,,3E4GGUZ1T9K4G9DWE0ZF4CEULKUK2T,A2700E64WSENCO,Approved,Mon Apr 10 05:18:30 PDT 2023,Mon Apr 10 05:19:11 PDT 2023,Thu Apr 13 05:19:11 PDT 2023,Thu Apr 13 05:19:32 PDT 2023,,,41,100% (4/4),100% (4/4),100% (4/4),"@SecBlinken @DeptofDefense Xi Jinping has consistently prioritized politics ahead of economics, and the Covid Zero policy is a prime example. The Zero-Covid policy is directly suppressing Chinese people, but it also affects us all over the world.
#COVID19 #COVIDIsAirborne #China
https://t.co/2qr6QIWram",Far-right,,
3T6SSHJUZF3EYF3GDYUTQSA8IOCII1,3R0JXV1AUG2OA1LC3D7UR8MSC04OFP,Sentiment analysis,Sentiment analysis,"sentiment, text",$0.05 ,Mon Apr 10 05:17:40 PDT 2023,5,BatchId:5051616;OriginalHitTemplateId:928390909;,120,259200,Mon Apr 17 05:17:40 PDT 2023,,,3GA6AFUKOPH2Z187CFANAU3UZHQH3X,A2CNMQU0FVAUFY,Approved,Mon Apr 10 05:18:27 PDT 2023,Mon Apr 10 05:19:38 PDT 2023,Thu Apr 13 05:19:38 PDT 2023,Thu Apr 13 05:19:41 PDT 2023,,,71,100% (7/7),100% (7/7),100% (7/7),"@SecBlinken @DeptofDefense Xi Jinping has consistently prioritized politics ahead of economics, and the Covid Zero policy is a prime example. The Zero-Covid policy is directly suppressing Chinese people, but it also affects us all over the world.
#COVID19 #COVIDIsAirborne #China
https://t.co/2qr6QIWram",Near-left,,
